gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,3,0,0,0,1,0,1,0,0,1,36.85,108.7,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,72,1,1,0,1,1,0,1,1,1,103.75,7346.2,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,66,0,0,0,1,1,0,1,1,1,56.75,3708.4,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,24,1,0,0,0,0,0,0,0,1,20.8,469.65,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.1,44.1,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,56,1,1,0,0,0,0,0,0,1,24.45,1385.85,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,22,1,1,0,0,0,0,0,0,0,25.6,548.8,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,14,0,0,0,0,1,0,1,1,1,50.75,712.75,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,61,1,1,0,1,1,0,1,1,1,104.4,6405.0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,40,0,0,0,1,0,0,1,0,1,39.3,1637.4,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,42,1,0,1,1,1,0,0,0,0,59.65,2536.55,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,72,1,1,1,0,1,1,1,1,1,83.3,6042.7,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,12,1,1,0,0,0,1,0,0,1,79.55,958.25,0,1,0,1,0,0,0,1,0,0,0
0,0,1,0,71,1,1,0,0,0,0,0,0,0,24.45,1730.65,0,0,1,0,0,1,1,0,0,0,0
1,0,1,0,26,1,0,0,0,0,0,0,0,0,19.2,459.6,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1,7,0,0,1,0,0,0,0,0,0,29.8,201.95,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,58,1,0,1,1,1,0,1,1,1,106.45,6145.85,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,51,0,0,0,1,0,0,0,0,1,30.05,1529.45,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,72,0,0,1,1,1,1,1,1,1,65.65,4664.5,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,18,1,0,1,0,0,0,1,1,1,96.05,1740.7,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,7,1,1,0,0,0,0,0,0,1,75.1,552.95,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,47,1,1,1,1,0,1,0,1,0,74.05,3496.3,1,0,0,0,0,1,0,0,0,1,0
0,1,0,0,2,1,0,0,0,0,0,0,0,1,44.7,93.7,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,62,1,1,0,1,1,1,1,1,1,110.75,7053.35,0,1,0,0,1,0,1,0,0,0,0
1,0,1,1,16,1,0,0,0,0,0,0,0,0,19.7,301.55,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,6,1,0,0,0,0,1,0,0,1,49.5,312.7,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,19,1,0,0,0,1,1,0,0,1,55.0,1046.5,1,0,0,1,0,0,0,1,0,0,1
1,0,1,1,69,0,0,1,0,1,0,0,1,1,43.95,2960.1,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,11,1,1,0,0,0,0,0,0,1,74.35,834.2,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,64,1,1,0,1,1,1,1,1,1,111.15,6953.4,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,39,1,0,1,0,1,1,1,1,1,104.7,4134.85,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,15,1,1,1,0,0,0,0,0,1,55.7,899.8,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,25,1,0,0,0,0,0,0,0,0,20.6,541.5,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,6,1,0,0,0,0,0,0,0,0,19.65,116.85,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,66,1,1,1,1,1,1,1,1,0,115.8,7942.15,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,61,1,1,0,1,1,1,1,1,0,88.65,5321.25,1,0,0,0,0,1,0,1,0,0,0
1,1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0,23,0,0,0,0,0,0,0,1,1,34.65,768.45,1,0,0,1,0,0,1,0,0,0,0
0,1,1,0,71,0,0,0,1,1,0,1,1,1,52.3,3765.05,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,34,1,1,0,0,0,1,1,0,0,65.0,2157.5,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,19.85,108.05,0,0,1,1,0,0,0,1,0,0,1
1,0,1,0,41,0,0,0,1,0,1,0,0,0,35.45,1391.65,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,72,1,0,0,0,0,0,0,0,0,19.7,1379.8,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,14,1,1,0,0,0,0,1,1,1,95.6,1273.3,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,41,1,0,0,0,0,0,0,0,1,19.85,810.45,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,23,1,1,1,0,0,0,0,0,0,81.85,1810.85,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,71,1,0,1,1,1,1,1,1,0,109.3,7782.85,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1797.1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,23,1,0,0,0,0,0,0,0,1,20.0,445.3,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0,10,1,1,0,0,0,0,0,1,0,85.55,851.75,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,72,1,0,1,1,1,1,1,1,1,109.9,7624.2,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,7,1,0,1,0,0,0,0,0,1,50.3,355.1,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,6,1,0,0,0,1,0,1,1,0,94.5,575.45,0,1,0,1,0,0,0,0,0,1,1
0,0,1,1,9,1,0,0,1,0,1,1,1,1,101.5,906.85,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,12,1,1,0,1,0,0,0,1,1,89.15,1057.55,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,0,1,1,0,0,0,0,0,1,0
1,1,1,1,48,0,0,0,1,0,0,0,0,0,29.9,1388.75,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,1,0,0,78.8,1641.3,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,16,1,1,0,0,0,0,0,1,1,85.35,1375.15,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,2,1,0,0,0,0,0,1,0,1,79.65,152.7,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,2,1,0,0,0,0,0,0,1,1,79.6,195.05,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,20,1,1,0,1,0,1,1,0,0,96.8,1826.7,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,20,1,0,0,0,0,0,0,0,0,20.65,417.5,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,19,1,0,0,0,0,0,0,0,0,19.8,344.5,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,22,1,0,1,1,0,1,1,1,1,104.6,2180.55,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,35,1,1,0,0,0,1,0,0,0,80.05,2835.9,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,39,1,1,0,0,0,0,0,0,1,73.15,2730.85,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,54,1,0,0,0,1,1,1,1,1,99.1,5437.1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,0,1,1,0,0,1,0,0,0,1
0,0,1,0,66,1,1,1,0,1,0,1,1,1,106.05,6981.35,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,56,1,1,1,0,0,1,1,1,1,105.35,5794.45,0,1,0,1,0,0,0,0,0,1,0
0,0,0,1,18,1,0,0,0,0,0,0,0,1,45.65,747.2,1,0,0,1,0,0,0,1,0,0,0
1,0,1,1,16,1,1,0,1,0,0,0,0,1,79.95,1267.95,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,68,1,0,1,0,1,0,0,0,1,54.45,3674.95,1,0,0,0,1,0,0,1,0,0,0
1,1,1,0,53,1,1,0,0,0,0,0,0,0,25.1,1275.6,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,72,1,1,1,0,1,1,1,1,0,84.7,5893.9,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,9,1,1,0,0,0,0,0,0,1,75.85,724.65,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,30,1,0,1,0,0,0,0,0,1,48.8,1536.75,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,36,1,1,0,1,0,0,1,1,1,99.15,3615.6,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,18,0,0,0,0,1,1,0,0,1,35.2,607.3,1,0,0,1,0,0,0,0,1,0,0
1,1,1,1,55,1,1,1,0,1,1,1,0,0,76.25,4154.55,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0,39,0,0,1,0,1,0,1,1,0,55.9,2184.35,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,21,1,1,0,1,0,0,0,0,1,82.35,1852.85,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,2,0,0,0,1,1,1,0,0,1,40.4,77.15,1,0,0,1,0,0,0,1,0,0,1
0,1,0,0,33,1,1,0,0,0,0,0,0,1,24.9,847.8,0,0,1,0,1,0,1,0,0,0,0
0,0,1,0,44,0,0,0,1,1,0,1,1,0,54.3,2390.45,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,30,1,0,1,0,0,1,0,1,0,66.3,1923.5,1,0,0,1,0,0,1,0,0,0,0
1,0,1,0,71,1,0,0,0,0,0,0,0,1,20.9,1493.2,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,4,1,1,0,0,0,0,0,0,0,75.35,338.1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1,35,1,0,0,0,1,0,1,0,1,85.15,3030.6,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,1,1,0,0,0,1,0,0,0,0,75.35,75.35,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,0,1,0,1,0,0,0,0,1,0,0
1,0,0,1,22,0,0,0,0,1,0,1,1,1,49.45,1031.4,1,0,0,0,1,0,0,1,0,0,0
1,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0,0,1,0,1,0,0,1,0,0,0
1,0,1,1,42,1,0,0,0,1,0,1,1,1,92.15,3875.4,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,33,1,0,0,0,1,0,1,1,1,93.8,3124.5,0,1,0,0,1,0,0,0,1,0,1
1,0,1,1,7,1,0,0,0,0,0,0,0,0,19.85,144.15,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,67,1,1,1,0,1,1,0,1,1,100.25,6689.0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,15,1,1,0,1,0,1,0,1,0,95.7,1451.1,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,67,1,1,0,1,1,0,0,1,1,93.15,6368.2,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,53,1,0,1,1,0,1,1,0,1,69.7,3729.6,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,21,1,0,0,0,0,0,0,0,0,19.8,350.1,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,40,1,0,1,1,0,1,0,1,1,71.35,2847.2,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,22,1,0,0,0,0,0,0,0,0,20.75,452.35,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,39,0,0,0,0,0,1,0,1,1,40.6,1494.5,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,45,1,0,0,0,0,0,0,0,1,20.4,930.45,0,0,1,0,1,0,0,0,1,0,1
1,0,1,0,2,1,0,0,0,0,0,0,0,0,20.35,41.85,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,57,1,0,0,0,0,0,0,0,0,19.75,1272.05,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,8,1,0,0,0,0,0,1,0,1,54.4,475.1,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,7,1,1,1,1,0,0,0,1,1,94.7,673.1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,6,0,0,0,1,0,0,0,0,1,30.5,208.7,1,0,0,1,0,0,0,1,0,0,1
1,0,1,1,7,1,0,0,0,0,0,0,0,0,20.45,150.75,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,49,1,1,0,0,0,1,1,0,1,66.15,3199.0,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,65,1,1,1,1,0,1,0,0,1,89.85,5844.65,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,55,1,0,0,0,0,0,0,0,0,45.05,2462.6,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,71,1,1,1,1,1,1,1,1,0,86.85,6263.8,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,35,1,1,1,1,1,1,0,0,1,96.75,3403.4,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,3,1,1,0,0,0,0,0,0,1,77.0,237.75,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1,11,1,0,0,0,0,0,0,0,0,20.1,221.35,0,0,1,1,0,0,0,1,0,0,1
1,0,0,0,1,1,0,0,0,1,0,0,0,0,75.3,75.3,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,17,1,1,1,1,1,1,1,0,1,106.65,1672.1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,72,1,1,1,0,1,1,1,1,1,110.15,7881.2,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,28,1,0,1,0,0,0,0,1,1,82.85,2320.8,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,18,1,0,0,0,0,0,0,0,0,20.1,370.5,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,40,1,0,0,1,0,1,1,1,1,99.2,4062.2,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,52,1,0,0,0,1,0,0,1,1,59.45,3043.7,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,47,1,0,0,1,0,0,1,0,1,58.6,2723.4,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,23,1,0,0,0,1,0,0,0,0,49.7,1081.25,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,66,1,0,1,1,1,1,0,0,0,65.85,4097.05,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,8,1,1,0,0,0,0,0,0,1,73.5,632.2,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,47,1,0,1,0,0,0,0,1,0,85.5,4042.3,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,20.05,164.85,0,0,1,1,0,0,0,0,0,1,1
1,0,1,1,71,1,1,1,1,1,1,1,1,0,113.65,8166.8,0,1,0,0,0,1,0,1,0,0,0
1,1,0,0,50,1,1,1,1,0,0,0,0,1,83.4,4113.7,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,46,1,0,1,1,1,1,0,0,0,65.65,3047.15,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.4,70.4,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,66,0,0,1,0,1,1,1,1,1,61.35,4193.4,1,0,0,0,0,1,1,0,0,0,0
1,0,1,0,42,1,1,0,0,1,1,0,0,1,85.9,3729.75,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,5,1,0,0,0,0,1,0,0,1,75.65,399.45,0,1,0,1,0,0,0,0,0,1,0
0,0,1,1,7,1,0,1,0,0,0,0,0,1,49.75,331.3,1,0,0,0,1,0,0,0,1,0,1
0,0,0,0,29,1,1,0,1,1,0,0,1,0,70.9,1964.6,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,27,1,0,0,1,0,0,0,0,0,49.85,1336.15,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,15,1,0,0,1,0,0,0,0,1,75.3,1147.45,0,1,0,1,0,0,0,1,0,0,1
1,0,1,1,25,1,0,0,0,0,0,0,0,0,20.1,486.05,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,11,1,1,0,0,0,0,1,1,1,94.0,1078.9,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,57,1,1,1,1,1,1,1,0,1,103.05,5925.75,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,67,1,1,1,1,1,1,1,1,1,118.35,7804.15,0,1,0,0,1,0,1,0,0,0,1
1,1,1,0,47,1,1,0,0,1,0,1,1,0,99.7,4747.2,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,13,1,0,0,0,0,0,1,0,1,81.9,1028.9,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,8,0,0,1,0,0,0,0,0,1,30.45,226.45,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,44,1,1,0,0,0,0,1,1,1,96.1,4364.1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,71,1,1,1,0,0,0,1,0,1,66.2,4692.55,1,0,0,0,1,0,0,0,1,0,0
0,1,1,0,24,1,1,0,1,1,0,1,1,1,104.25,2433.9,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,15,1,1,0,1,0,0,0,0,1,80.2,1217.25,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0,2,1,1,0,0,0,0,0,0,1,72.6,154.3,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,55,1,1,1,1,1,1,1,1,1,116.5,6382.55,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,71,1,1,0,1,0,1,1,1,1,106.8,7623.2,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,50,1,1,0,0,0,0,0,0,0,24.95,1261.45,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,1,1,1,89.25,89.25,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,5,1,0,0,0,0,0,0,0,1,19.25,86.05,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,66,1,1,1,1,1,1,1,0,1,104.55,6779.05,0,1,0,0,1,0,1,0,0,0,0
1,0,1,1,49,1,0,1,1,1,1,1,1,1,87.2,4345.0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,3,0,0,0,1,0,0,0,0,1,30.75,82.85,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,66,1,1,0,0,0,0,0,0,1,25.7,1714.55,0,0,1,0,1,0,0,1,0,0,0
0,0,0,1,11,1,1,0,0,0,0,0,1,0,86.2,893.2,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,28,0,0,0,0,0,1,0,0,1,30.1,810.85,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,65,1,1,1,1,1,0,1,0,1,99.35,6347.55,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,62,1,0,0,0,0,0,0,0,1,19.2,1123.65,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,2,1,0,0,0,0,0,0,0,0,20.1,43.15,0,0,1,1,0,0,1,0,0,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,35.1,0,0,1,1,0,0,0,1,0,0,0
1,0,1,1,55,1,1,0,0,0,0,0,0,1,25.65,1388.0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0,41,1,0,0,1,0,0,1,1,1,94.55,3851.45,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,17,1,1,1,0,1,0,1,1,1,104.2,1743.5,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,30,1,0,0,0,0,1,1,1,1,94.4,2638.1,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,17,1,0,1,1,0,0,0,0,0,56.1,946.95,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,16,1,0,1,1,0,1,0,1,0,68.25,1114.85,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,72,1,1,0,0,0,0,0,0,0,24.75,1777.6,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,9,1,1,0,0,0,0,0,0,1,76.25,684.85,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,74.35,74.35,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1,23,1,0,0,1,0,1,0,0,0,54.15,1312.45,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1,8,1,0,0,0,0,0,0,0,0,19.45,159.2,0,0,1,1,0,0,1,0,0,0,0
0,0,1,1,19,0,0,1,1,0,0,0,0,1,34.95,610.2,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,7,1,1,1,0,0,0,0,0,1,53.65,404.35,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,61,1,1,1,0,1,0,1,1,0,104.0,6363.45,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,57,1,0,1,1,0,1,1,0,1,70.35,4124.65,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,9,1,0,0,0,0,0,0,1,1,80.8,713.1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1,15,1,0,1,0,1,0,0,1,0,64.85,950.75,1,0,0,0,1,0,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,12,1,0,0,0,0,0,0,0,0,45.9,505.95,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,54,1,0,0,0,0,0,0,0,0,20.0,1149.65,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,4,1,0,0,0,0,0,0,0,0,44.8,169.65,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,7,1,0,0,0,0,0,1,0,1,80.3,526.7,0,1,0,1,0,0,0,0,0,1,1
1,0,1,0,20,1,0,0,0,0,0,0,0,0,20.35,393.15,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1,26,0,0,1,0,0,1,0,1,0,45.8,1147.0,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0,36,1,1,0,0,0,0,0,1,1,84.1,3021.6,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,53,1,1,0,1,1,1,1,1,1,108.95,5718.2,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,3,1,0,0,0,0,1,1,1,1,69.35,191.35,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,68,0,0,1,1,1,1,1,1,0,64.35,4539.6,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,90.8,6397.6,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,12,1,1,0,0,0,0,0,0,0,24.95,280.4,0,0,1,0,1,0,0,1,0,0,0
1,1,1,1,34,1,1,0,1,0,0,0,0,1,79.6,2718.3,0,1,0,1,0,0,0,0,0,1,1
1,0,1,0,68,1,1,1,1,0,0,0,0,1,84.7,5711.05,0,1,0,0,0,1,1,0,0,0,0
1,0,0,1,50,1,0,1,0,1,1,1,0,1,70.8,3478.15,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,1,36.45,36.45,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,41,1,1,0,1,1,0,1,1,1,104.4,4133.95,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0,30,1,1,0,0,0,1,1,1,1,101.5,2917.65,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,1,0,0,0,0,0,54.3,54.3,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1,29,1,1,0,0,1,0,1,1,1,103.95,2964.8,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,23,1,1,1,1,1,1,1,1,1,91.1,2198.3,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1,60,1,0,0,0,0,0,0,0,0,19.95,1189.9,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,72,1,1,0,0,0,0,0,0,0,26.45,1914.5,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1,22,1,0,0,1,1,0,1,0,1,89.4,2001.5,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,72,1,0,1,1,1,1,1,0,1,75.1,5336.35,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0,66,1,1,0,1,1,0,1,1,0,108.1,7238.6,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,72,1,1,0,1,1,1,1,1,1,110.15,7998.8,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,47,1,1,1,0,0,0,0,0,0,80.35,3825.85,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,51,1,1,0,1,1,1,1,1,1,111.5,5703.25,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,70,1,1,0,1,1,0,1,1,1,106.5,7397.0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,9,1,0,0,0,0,0,0,0,1,19.9,164.6,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,59,1,1,1,1,0,1,1,1,1,111.1,6555.2,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1,3,1,0,0,0,0,1,1,1,0,70.7,225.65,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0,38,0,0,0,0,0,0,0,0,1,24.85,955.75,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,37,1,1,1,1,1,0,0,0,0,91.2,3382.3,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,37,1,0,1,1,1,1,0,0,0,65.6,2313.8,1,0,0,0,0,1,1,0,0,0,0
1,1,1,0,24,0,0,0,0,1,0,0,1,1,40.65,933.3,1,0,0,1,0,0,0,1,0,0,1
1,0,1,1,14,1,0,1,1,0,1,0,0,0,59.45,780.85,1,0,0,1,0,0,1,0,0,0,0
